Ticker,Company Type,Error,QOQ Revenue Growth (%),QOQ Revenue Ascending,YOY Revenue Growth (%),YOY Revenue Ascending,QOQ Profit before tax Growth (%),QOQ Profit before tax Ascending,YOY Profit before tax Growth (%),YOY Profit before tax Ascending,QOQ Net Profit Growth (%),QOQ Net Profit Ascending,YOY Net Profit Growth (%),YOY Net Profit Ascending,QOQ EPS in Rs Growth (%),QOQ EPS in Rs Ascending,YOY EPS in Rs Growth (%),YOY EPS in Rs Ascending
NATIONALUM,Non-Finance,None,23.2,PASS,9.95,FAIL,51.8,PASS,103.99,PASS,53.2,PASS,101.76,PASS,53.26,PASS,101.74,PASS
EIDPARRY,Non-Finance,None,17.72,FAIL,-6.67,FAIL,35.13,FAIL,-9.26,FAIL,36.36,FAIL,-8.56,FAIL,46.66,FAIL,-7.4,FAIL
SUMICHEM,Non-Finance,None,2.41,FAIL,-4.24,FAIL,3.94,FAIL,7.64,FAIL,4.17,FAIL,6.72,FAIL,4.07,FAIL,6.58,FAIL
HINDCOPPER,Non-Finance,None,-14.8,FAIL,6.67,PASS,-22.14,FAIL,19.78,PASS,-18.95,FAIL,18.14,PASS,-19.22,FAIL,18.03,FAIL
DLF,Non-Finance,None,42.33,FAIL,18.62,PASS,153.77,FAIL,24.16,PASS,37.28,FAIL,47.12,PASS,37.17,FAIL,47.07,PASS
ADANIPORTS,Non-Finance,None,4.25,FAIL,22.23,PASS,0.64,FAIL,55.42,PASS,0.69,FAIL,43.41,PASS,0.4,FAIL,44.76,PASS
EICHERMOT,Non-Finance,None,6.36,FAIL,14.31,PASS,5.34,FAIL,25.47,PASS,7.56,FAIL,27.81,PASS,7.52,FAIL,27.66,PASS
ACMESOLAR,Non-Finance,None,19.21,FAIL,4.19,PASS,156.46,FAIL,-3114.76,FAIL,685.2,PASS,-11715.35,FAIL,471.62,PASS,-11238.55,FAIL
LTTS,Non-Finance,None,6.67,PASS,10.02,PASS,-0.44,FAIL,1.75,FAIL,-0.4,FAIL,2.09,FAIL,-0.25,FAIL,2.23,FAIL
EASEMYTRIP,Non-Finance,None,-2.6,FAIL,17.59,PASS,-124.47,FAIL,-21.84,FAIL,-107.11,FAIL,-22.73,FAIL,-106.22,FAIL,-26.61,FAIL
ECLERX,Non-Finance,None,4.73,PASS,12.77,PASS,11.02,FAIL,4.93,PASS,11.51,FAIL,5.18,PASS,11.46,FAIL,5.21,PASS
ABDL,Non-Finance,None,7.09,FAIL,5.76,PASS,119.17,PASS,1031.41,PASS,131.24,PASS,4825.0,PASS,127.55,PASS,4928.57,PASS
LMW,Non-Finance,None,6.28,FAIL,-18.17,FAIL,60.88,PASS,-37.9,FAIL,83.33,FAIL,-37.53,FAIL,82.84,FAIL,-37.62,FAIL
HEMIPROP,Non-Finance,None,24.4,PASS,-25.0,FAIL,-19.43,FAIL,29.17,FAIL,-13.66,FAIL,38.33,FAIL,-13.02,FAIL,28.32,FAIL
SUVENPHAR,N/A,Quarterly CSV file not found for SUVENPHAR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SUNDARMHLD,Non-Finance,None,9.42,FAIL,86.52,FAIL,11.49,FAIL,184.52,FAIL,0.32,FAIL,50.62,FAIL,0.25,FAIL,50.8,FAIL
PRIVISCL,Non-Finance,None,10.68,FAIL,14.44,PASS,29.8,PASS,207.75,PASS,29.46,FAIL,223.56,PASS,30.52,FAIL,212.18,PASS
MOIL,Non-Finance,None,16.77,FAIL,-16.85,FAIL,312.29,FAIL,-61.52,FAIL,264.65,FAIL,-59.14,FAIL,266.1,FAIL,-56.92,FAIL
DIXON,Non-Finance,None,21.46,FAIL,82.38,PASS,83.29,FAIL,130.5,PASS,87.33,FAIL,137.93,PASS,89.62,FAIL,119.58,PASS
ASTERDM,Non-Finance,None,0.1,FAIL,17.71,PASS,-47.86,FAIL,960.18,FAIL,-34.4,FAIL,1197.79,FAIL,-33.59,FAIL,1993.6,FAIL
CYIENTDLM,Non-Finance,None,20.44,FAIL,N/A,N/A,67.14,FAIL,N/A,N/A,63.84,FAIL,N/A,N/A,66.03,FAIL,N/A,N/A
GLS,N/A,Quarterly CSV file not found for GLS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ZENSARTECH,Non-Finance,None,1.81,PASS,4.42,PASS,3.18,FAIL,47.62,FAIL,3.77,FAIL,50.24,FAIL,3.81,FAIL,50.14,FAIL
PURVA,Non-Finance,None,-29.66,FAIL,43.13,PASS,923.54,FAIL,-110.98,FAIL,-26.85,FAIL,-190.09,FAIL,-30.07,FAIL,-187.6,FAIL
MANYAVAR,Non-Finance,None,-15.21,FAIL,-0.36,FAIL,-21.89,FAIL,-3.8,FAIL,-21.69,FAIL,-3.08,FAIL,-21.87,FAIL,-3.13,FAIL
SOUTHBANK,Finance,None,0.85,PASS,14.18,PASS,5.35,FAIL,26.45,PASS,5.26,PASS,29.92,PASS,5.45,PASS,29.97,PASS
CONCORDBIO,Non-Finance,None,-3.35,FAIL,13.15,PASS,0.74,FAIL,17.4,PASS,0.77,FAIL,17.09,PASS,0.88,FAIL,17.12,PASS
FINEORG,Non-Finance,None,4.17,FAIL,-11.45,FAIL,-3.11,FAIL,-16.65,FAIL,-2.88,FAIL,-16.91,FAIL,-2.81,FAIL,-16.85,FAIL
TATACOMM,Non-Finance,None,2.07,PASS,13.88,PASS,75.62,FAIL,26.25,FAIL,104.41,FAIL,21.62,FAIL,104.32,FAIL,21.77,FAIL
DIACABS,Non-Finance,None,33.73,PASS,48.69,FAIL,-1.05,FAIL,19.54,PASS,-1.42,FAIL,19.53,PASS,-3.13,FAIL,16.51,PASS
ISEC,Non-Finance,None,-4.97,FAIL,36.48,PASS,-9.69,FAIL,33.06,PASS,-9.58,FAIL,33.08,PASS,-9.71,FAIL,32.69,PASS
ICIL,Non-Finance,None,2.46,FAIL,18.39,PASS,-6.68,FAIL,11.79,FAIL,-6.21,FAIL,9.38,FAIL,-6.0,FAIL,9.42,FAIL
HYUNDAI,Non-Finance,None,1.24,FAIL,7.44,FAIL,5.33,FAIL,10.98,FAIL,5.25,FAIL,10.88,FAIL,5.27,FAIL,inf,PASS
MARICO,Non-Finance,None,1.13,FAIL,5.53,FAIL,-9.93,FAIL,10.19,PASS,-9.97,FAIL,12.0,PASS,-9.48,FAIL,11.74,PASS
CHOLAFIN,Finance,None,6.64,PASS,41.8,PASS,10.19,PASS,26.06,PASS,10.14,PASS,26.49,PASS,10.1,PASS,25.04,PASS
ABREL,Non-Finance,None,3.29,FAIL,-27.6,FAIL,-65.87,FAIL,-122.4,FAIL,-453.64,FAIL,-219.51,FAIL,-507.42,FAIL,-250.45,FAIL
COFORGE,Non-Finance,None,12.87,PASS,22.91,PASS,25.86,PASS,15.66,PASS,32.56,PASS,12.09,PASS,26.44,PASS,3.99,FAIL
SUPRAJIT,Non-Finance,None,2.37,FAIL,7.57,PASS,14.0,FAIL,0.28,FAIL,inf,FAIL,-5.84,FAIL,2599.61,FAIL,-5.89,FAIL
AGI,Non-Finance,None,N/A,N/A,6.81,FAIL,N/A,N/A,150.49,PASS,N/A,N/A,177.3,FAIL,N/A,N/A,204.44,FAIL
OPTIEMUS,Non-Finance,None,-1.23,FAIL,28.26,PASS,-6.67,FAIL,31.57,PASS,-8.73,FAIL,24.87,PASS,-8.93,FAIL,24.91,PASS
CEIGALL,Non-Finance,None,7.78,FAIL,29.97,PASS,-1.42,FAIL,37.53,FAIL,-2.13,FAIL,38.22,FAIL,-4.52,FAIL,-10.92,FAIL
GRAVITA,Non-Finance,None,4.55,PASS,17.63,PASS,15.75,PASS,26.33,PASS,12.0,PASS,23.98,PASS,10.1,PASS,20.54,PASS
AIIL,Non-Finance,None,22.97,FAIL,N/A,N/A,14.75,FAIL,N/A,N/A,55.96,FAIL,N/A,N/A,55.87,FAIL,N/A,N/A
CYIENT,Non-Finance,None,4.53,FAIL,10.89,PASS,14.53,FAIL,15.06,FAIL,13.37,FAIL,14.47,FAIL,10.67,FAIL,11.21,FAIL
ANANDRATHI,Non-Finance,None,-2.24,FAIL,29.7,PASS,0.06,FAIL,33.28,PASS,0.51,FAIL,33.46,PASS,0.14,FAIL,33.76,PASS
JMFINANCIL,Non-Finance,None,-1.92,FAIL,18.45,FAIL,19.19,FAIL,59.74,FAIL,11.43,FAIL,1150.57,FAIL,8.63,FAIL,34.38,FAIL
ALKYLAMINE,Non-Finance,None,-3.62,FAIL,27.36,PASS,11.08,FAIL,61.04,PASS,13.14,FAIL,82.01,PASS,13.75,FAIL,82.14,PASS
RECLTD,Non-Finance,None,5.45,PASS,19.48,PASS,8.27,PASS,20.62,PASS,7.8,PASS,19.48,PASS,7.8,PASS,19.48,PASS
GILLETTE,Non-Finance,None,1.23,FAIL,6.19,PASS,5.65,FAIL,16.53,PASS,8.85,FAIL,15.39,PASS,8.81,FAIL,15.45,PASS
AETHER,Non-Finance,None,10.07,PASS,16.08,FAIL,18.35,PASS,28.43,FAIL,18.6,PASS,27.88,FAIL,18.87,PASS,25.77,FAIL
IPCALAB,Non-Finance,None,3.6,FAIL,18.69,PASS,100.75,PASS,20.63,PASS,6611.94,PASS,23.71,PASS,83.34,PASS,24.71,PASS
QUESS,Non-Finance,None,-9.3,FAIL,-5.16,FAIL,-136.27,FAIL,-40.94,FAIL,-132.53,FAIL,-29.01,FAIL,-131.64,FAIL,-29.98,FAIL
RATNAMANI,Non-Finance,None,15.95,FAIL,7.79,PASS,27.61,FAIL,4.22,FAIL,26.79,FAIL,4.4,FAIL,28.01,FAIL,4.67,FAIL
GODREJIND,Non-Finance,None,11.11,PASS,8.79,FAIL,-0.46,FAIL,50.72,FAIL,-8.86,FAIL,77.07,FAIL,-16.03,FAIL,721.61,FAIL
BALAMINES,Non-Finance,None,-8.89,FAIL,-20.56,FAIL,-23.16,FAIL,-31.65,FAIL,-23.79,FAIL,-30.26,FAIL,-20.25,FAIL,-23.26,FAIL
TATATECH,Non-Finance,None,0.46,FAIL,8.46,PASS,5.65,FAIL,7.95,FAIL,5.46,FAIL,4.26,FAIL,5.49,FAIL,4.27,FAIL
JINDWORLD,Non-Finance,None,3.68,FAIL,6.14,FAIL,-11.43,FAIL,-11.98,FAIL,-11.8,FAIL,-13.29,FAIL,-11.8,FAIL,-13.39,FAIL
CGPOWER,Non-Finance,None,7.33,PASS,19.27,PASS,5.36,FAIL,12.65,FAIL,4.86,FAIL,8.21,FAIL,4.47,FAIL,8.23,FAIL
IRCON,Non-Finance,None,14.79,PASS,3.1,FAIL,14.18,FAIL,8.0,FAIL,26.74,FAIL,-0.08,FAIL,25.83,FAIL,-0.19,FAIL
INTELLECT,Non-Finance,None,6.8,FAIL,6.04,FAIL,33.11,FAIL,11.29,FAIL,32.47,FAIL,11.74,PASS,31.83,FAIL,10.66,PASS
KIMS,Non-Finance,None,5.18,FAIL,17.57,PASS,3.38,FAIL,8.07,FAIL,6.21,FAIL,7.66,FAIL,7.11,FAIL,8.08,FAIL
ENGINERSIN,Non-Finance,None,-0.35,FAIL,-6.82,FAIL,6.7,FAIL,-2.37,FAIL,-1.0,FAIL,10.94,FAIL,-1.08,FAIL,10.94,FAIL
STARHEALTH,Non-Finance,None,2.32,FAIL,15.37,PASS,-24.18,FAIL,6.47,FAIL,-23.85,FAIL,6.48,FAIL,-23.8,FAIL,5.97,FAIL
VARROC,Non-Finance,None,1.82,FAIL,7.96,PASS,-37.21,FAIL,-80.41,FAIL,-49.46,FAIL,-122.69,FAIL,-52.16,FAIL,-122.82,FAIL
EMBDL,Non-Finance,None,573.14,FAIL,47.95,FAIL,-122.61,FAIL,3.71,FAIL,-94.93,FAIL,-0.96,FAIL,-94.76,FAIL,-0.82,FAIL
IXIGO,Non-Finance,None,16.01,PASS,35.13,PASS,10.32,PASS,112.45,PASS,5.33,FAIL,99.79,FAIL,4.87,FAIL,112.93,FAIL
OFSS,Non-Finance,None,-0.45,FAIL,9.64,PASS,-1.07,FAIL,13.58,PASS,2.11,FAIL,15.06,PASS,2.05,FAIL,14.74,PASS
ICICIGI,Non-Finance,None,2.73,FAIL,15.78,PASS,-2.41,FAIL,25.45,PASS,-1.86,FAIL,20.84,PASS,-2.09,FAIL,20.27,PASS
HOMEFIRST,Finance,None,7.36,PASS,38.8,PASS,6.58,PASS,30.55,PASS,6.08,PASS,29.52,PASS,5.63,PASS,28.0,PASS
RRKABEL,Non-Finance,None,7.68,FAIL,16.65,PASS,37.33,FAIL,29.67,PASS,34.36,FAIL,30.77,PASS,34.5,FAIL,18.75,PASS
SCI,Non-Finance,None,-4.26,FAIL,-0.91,FAIL,10.59,FAIL,6.21,FAIL,23.18,FAIL,1.17,FAIL,23.65,FAIL,1.13,FAIL
MGL,Non-Finance,None,5.65,PASS,N/A,N/A,-1.96,FAIL,N/A,N/A,-4.05,FAIL,N/A,N/A,-4.05,FAIL,N/A,N/A
SANSERA,Non-Finance,None,-0.77,FAIL,12.93,PASS,3.02,PASS,16.96,PASS,6.8,PASS,17.77,PASS,1.63,FAIL,14.88,PASS
BHARTIARTL,Non-Finance,None,7.54,PASS,11.56,PASS,47.02,FAIL,89.7,FAIL,84.62,FAIL,153.81,FAIL,90.69,FAIL,167.0,FAIL
TIMKEN,Non-Finance,None,8.42,FAIL,5.92,PASS,26.85,FAIL,2.77,PASS,42.89,FAIL,7.14,PASS,42.49,FAIL,7.22,PASS
VSTIND,N/A,Quarterly CSV file not found for VSTIND,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IKS,Non-Finance,None,5.36,PASS,61.43,PASS,33.8,PASS,30.11,PASS,35.15,PASS,26.33,PASS,35.25,PASS,26.03,PASS
